geek_rate,title,num_votes,avg_rate,id
5.597,Great War at Sea: U.S. Navy Plan Orange,93,6.68,4918
5.597,Karambolage,161,6.16,5953
5.597,War for Edaðh,174,6.50,38400
5.596,Geek Out! Pop Culture Party,129,6.34,156420
5.596,Galloping Pigs,865,5.72,485
5.596,Deadlands: Doomtown Range Wars,133,6.31,643
5.596,Giza,317,5.90,17075
5.596,Introduction to Advanced Dungeons & Dragons,70,7.20,7849
5.596,Northern Pacific,94,6.52,138704
5.596,Risk: Plants vs. Zombies,191,6.07,148036
5.596,VOR: The Maelstrom,82,6.81,4977
5.596,Robin,246,5.99,160434
5.596,"NATO, Nukes & Nazis",64,7.03,5958
5.596,Minecraft Card Game?,381,5.98,186265
5.596,Retreat to Darkmoor,91,6.79,191191
5.596,Button Soccer,56,7.29,24264
5.596,Turf Horse Racing,94,6.53,383
5.596,RONE,71,8.42,188225
5.596,Asteroid,136,6.33,1772
5.596,Air Bridge to Victory,136,6.25,5700
5.596,Conan Collectible Card Game,106,7.11,23387
5.596,Spy Alley,737,5.74,1986
5.596,Retro Loonacy,85,6.76,181385
5.596,Upwords,2223,5.68,1515
5.596,Hit or Miss,141,6.27,27608
5.596,Word Thief,183,6.14,2412
5.596,Against All Odds,57,7.40,7278
5.596,Azhanti High Lightning,134,6.32,6282
5.596,Malvern Hill,55,7.45,14559
5.596,Crisis: Korea 1995,71,7.02,3985
5.596,Founders of the Empire,116,6.41,148639
5.596,Dungeons & Dragons Roleplaying Game Starter Set,62,7.18,94902
5.595,"Blue Cross, White Ensign",45,7.61,133518
5.595,Opération Commando: Pegasus Bridge,42,7.79,167975
5.595,We Were Brothers,57,7.84,148745
5.595,SecuenzooS,69,6.99,145675
5.595,Portal of Morth,81,6.96,180906
5.595,War in the Pacific (second edition),58,7.73,22843
5.595,4 Player Chess,310,6.01,2173
5.595,June 6,94,6.64,8843
5.595,The Franco-Prussian War,88,6.65,12501
5.595,Greyhounds,116,6.35,2226
5.595,Fluxx,12381,5.70,258
5.595,Around the World in 80 Days,228,6.01,414
5.595,Battleground Fantasy Warfare: Orc Army,54,7.27,49400
5.595,HeroCard Orc Wars,147,6.25,29126
5.595,War Stories: Liberty Road,54,7.46,136229
5.595,The Struggle of Nations,205,6.12,5021
5.595,Danger 13,186,6.07,27363
5.595,Ants!,217,6.07,60035
5.595,Schildi Schildkröte,97,6.48,18881
5.595,Side Quest,126,6.42,178450
5.594,Roman Civil War,71,6.90,703
5.594,Corunea,108,6.74,31336
5.594,Eclipse,133,6.30,11542
5.594,Quackshot,71,6.85,665
5.594,Triumphant Fox,51,7.46,5274
5.594,Keydom,75,6.79,294
5.594,Pirates of the Spanish Main: Shuffling the Deck,198,6.07,122327
5.594,La Bérézina 1812,49,7.98,131017
5.594,1895 Namibia,63,6.88,11283
5.594,Chunky Fighters,185,6.16,43136
5.594,Star Wars: Starfighter Battle Books,102,6.50,3152
5.594,Invasion: Norway,79,6.79,5333
5.594,RoboRama,106,6.43,156458
5.594,Saganami Island Tactical Simulator,89,6.83,17022
5.594,Union vs. Central,81,6.67,154
5.594,Rukshuk,307,5.99,24028
5.594,Adeptus Titanicus,198,6.19,4091
5.594,Clash of Giants: Civil War,45,7.57,149794
5.594,Lost Valley of the Dinosaurs,297,6.09,3149
5.594,Die Insel,81,6.74,15173
5.594,Pensacola,61,7.22,38870
5.594,Hoax,198,6.03,139
5.594,The Producer: 1940-1944,112,6.33,179918
5.594,Bounce It-In Game,119,6.31,9685
5.594,Escape of the Dead Minigame,140,6.33,87632
5.594,Cabale,141,6.20,687
5.594,Napoleon at Eylau,105,6.49,8350
5.593,Semper Fi!,76,6.89,4343
5.593,Pirate Versus Pirate,215,6.01,41123
5.593,Lasalle,53,7.34,63951
5.593,Multiplayer Pentago,113,6.41,56690
5.593,The Aztec Market,56,7.16,30102
5.593,Dino Hunt Dice,385,5.88,125368
5.593,Wagram,84,6.76,239
5.593,Guts of Glory,142,6.32,124706
5.593,Star Fleet Battles Cadet Training Manual,55,7.30,19009
5.593,Im Zeichen des Kreuzes,264,5.94,1300
5.593,Traverse,224,5.98,3313
5.593,Demonlord,83,6.76,1635
5.593,Alles Kanone!,280,5.93,32405
5.593,Regatta,190,6.10,65582
5.593,Torch,59,7.26,7635
5.593,Nur die Ziege zählt,190,6.04,40949
5.593,Great War at Sea: Cruiser Warfare,82,6.71,11694
5.593,GemPacked Cards,76,7.23,171779
5.593,Campaign Trail,101,6.47,3590
5.593,Keytown,98,6.47,768
5.593,Ubongo Trigo,105,6.35,118553
5.593,Endure the Stars,98,7.24,187777
5.593,Flee The Scene,75,6.84,68931
5.593,Asgard's Chosen,148,6.21,145553
5.593,DEJA-VU,76,6.81,217321
5.593,War of the Suns,51,7.23,21149
5.593,Albion: Land of Faerie,105,6.50,3246
5.593,Bull Run,176,6.21,671
5.593,Autokrator,121,6.43,88316
5.593,La chasse aux Gigamons,78,6.78,170969
5.593,Star Fleet Battle Manual,66,7.07,3667
5.593,Auf falscher Fährte,97,6.50,1317
5.593,Perpetual-Motion Machine,197,6.03,69318
5.592,Chronopia,69,6.88,7950
5.592,Blitzkrieg,630,5.82,4168
5.592,Rise!,177,6.19,111866
5.592,Kingpin,163,6.27,57037
5.592,Inception: Solo card game,44,7.50,125634
5.592,Stak Bots,134,6.41,143323
5.592,Summer Storm: The Battle of Gettysburg,61,7.16,10581
5.592,Peter the Great,88,6.62,8737
5.592,Mille Bornes,5760,5.67,590
5.592,Pędzące Ślimaki,83,6.70,194194
5.592,Coup (1975),126,6.28,2088
5.592,Wordsearch,67,6.85,3860
5.592,Farfalia,164,6.12,11002
5.592,Mixtour,49,7.34,90942
5.592,Yesss!,63,7.20,198775
5.592,"Afrika Korps: Decision in the Desert, 1941-42",49,7.50,43801
5.592,Leréia,74,6.75,8815
5.592,Warhammer Quest: Shadows Over Hammerhal,50,8.09,218933
5.592,Tiny Epic Quest,48,7.95,201921
5.592,Trenchzone,60,7.61,68387
5.592,Transylvania: Curses & Traitors,136,6.29,153120
5.592,Quissama,52,7.39,187420
5.592,Patrol: Lost!,65,6.98,63011
5.592,Collapsible D: The Final Minutes of the Titanic,96,6.68,108012
5.592,Tannenberg: Eagles in the East / Galicia: The Forgotten Cauldron,51,7.60,7750
5.592,Mutant Crops,53,7.59,193551
5.592,Stage II,110,6.37,3568
5.592,12 Realms,481,5.99,68606
5.592,Coloretto Amazonas,452,5.80,15156
5.592,Guerra De Mitos II,61,8.03,147168
5.592,Chaostle,222,6.37,3627
5.592,Sicily II,35,8.25,202942
5.592,D-Day (3rd edition),362,5.91,1919
5.592,All Quiet on the Western Front,51,7.45,9044
5.592,Tower,185,6.09,134559
5.592,Merchants & Marauders: Broadsides,79,6.81,197285
5.592,Arcadia,199,6.03,160396
5.591,Keesdrow,105,6.45,20829
5.591,Second World War at Sea: Coral Sea,63,6.97,36623
5.591,Oni,65,6.96,160762
5.591,American Carrom,108,6.43,66896
5.591,Mr. Cabbagehead's Garden,43,7.63,192312
5.591,Age of Muskets Volume I: Tomb for an Empire,76,7.37,38578
5.591,Sator Arepo Tenet Opera Rotas: Malleus Maleficarum,48,7.37,181235
5.591,Nature of the Beast: Farm vs. Forest,101,6.50,20906
5.591,Ikonikus,105,6.50,148381
5.591,Oh My Gods!,48,7.81,170195
5.591,Glory II: Across the Rappahannock,116,6.39,6559
5.591,Glen Drover's Empires: Galactic Rebellion,69,6.98,187785
5.591,Massive Darkness,78,8.11,197070
5.591,Bridgette,115,6.35,2758
5.591,1832,46,7.51,23421
5.591,Operation Grenade,138,6.33,5992
5.591,Space Movers 2201,83,6.90,161290
5.591,Chez Cthulhu,301,5.93,56342
5.591,Seastrike,61,7.18,7590
5.591,Bloody Roads South,53,7.33,9640
5.591,Der Herr der Ringe: Die Gefährten – Das Kartenspiel,294,5.93,2672
5.591,Eternal Dynasty,65,6.98,143657
5.591,Wanzen tanzen,126,6.28,117707
5.591,Palazzo Paletti,67,6.76,3751
5.591,Art of War: the card game,67,6.90,173452
5.591,Wrath of Kings,52,7.76,146451
5.591,Wok on Fire,84,6.55,176960
5.591,Don Capollo,78,6.82,145470
5.591,Dragon Quest,193,6.18,1543
5.591,Jungle Jam,195,6.09,2857
5.591,Mission Command Sea,261,5.92,6980
5.591,The Lords of Rock,85,7.12,178958
5.590,Drive on Stalingrad (first edition),137,6.34,5480
5.590,Dragon Keeper: The Dungeon,89,6.81,185344
5.590,Smash Monster Rampage!,88,6.63,70767
5.590,Monopoly Millionaire Deal Card Game,309,5.86,129395
5.590,Final Fantasy Trading Card Game,63,7.24,93287
5.590,Talo,84,6.72,148443
5.590,Moods,343,5.89,4659
5.590,Samurai & Katana,253,5.94,2562
5.590,Tales & Games: Little Red Riding Hood,201,6.08,173074
5.590,Knights of the Dinner Table: HACK!,253,5.97,2773
5.590,Goblins vs Zombies,92,6.48,143255
5.590,Justice League: Hero Dice – Green Lantern,57,7.12,198701
5.590,Strife: Shadows and Steam,68,6.95,177513
5.590,Fragile,122,6.37,25687
5.590,Inchon: MacArthur's Gambit,71,6.79,10346
5.590,Rights,128,6.26,176458
5.590,"Fall Blau: Army Group South, June-December 1942",35,7.79,133689
5.590,Loch Ness,203,6.01,77076
5.590,¡Abordaje!,83,6.75,176013
5.590,Chaos & Alchemy,153,6.23,128352
5.590,Dragon Slayer,1387,5.68,158243
5.590,The Village Crone,211,6.08,175592
5.590,Cuba: The Splendid Little War,50,7.39,150831
5.590,World War II: Barbarossa 1941,71,7.23,85633
5.590,Kahmaté,100,6.40,35305
5.589,*Star,38,7.72,11997
5.589,Preference,57,7.44,7008
5.589,Marvel Dice Masters: Deadpool,37,8.06,198620
5.589,Horus,357,5.85,9616
5.589,Jane Austen's Matchmaker,83,6.62,151645
5.589,Word Whimsy,70,7.01,140594
5.589,Mutants and Death Ray Guns,46,7.50,35425
5.589,Ghost Blitz: Spooky Doo,75,6.77,197760
5.589,Slavika: Equinox,77,6.73,165046
5.589,Mana,81,6.61,21703
5.589,They Shall Not Pass: The Battle of Verdun 1916,88,6.59,24693
5.589,Krysis,253,6.14,40843
5.589,Battleground Fantasy Warfare: Lizardmen,43,7.58,49392
5.589,HoldFast:  Korea 1950-1951,66,6.81,171708
5.589,High Heavens,65,7.86,140314
5.589,Connection Games,31,8.58,17821
5.589,Sector 6,70,8.32,177844
5.589,Rommel's War,59,7.22,5045
5.589,Dicke Kartoffeln,143,6.23,167
5.589,Escalation!,810,5.70,26884
5.589,Wings Over France,48,7.44,5988
5.589,Skull King: Das Würfelspiel,129,6.31,191071
5.589,Archaeologia,56,7.24,162391
5.589,Bloody Omaha: D-Day 1944,40,7.91,10245
5.589,No Stress Chess,109,6.38,19918
5.589,Guerra De Mitos III,55,8.11,158751
5.589,Coerceo,71,6.80,84783
5.589,Guns of August,68,6.72,85857
5.589,Curses!,459,5.79,5298
5.589,Lion of the North,141,6.39,3581
5.589,Mystick Domination,102,6.50,647
5.589,The Doom That Came To Atlantic City,243,6.07,124548
5.589,Hospital Rush,224,5.99,119265
5.589,Family Fluxx,655,5.74,17816
5.589,In the Name of Odin: Kickstarter Edition,56,7.02,205960
5.589,Muskets & Tomahawks: Skirmishes in North America during the 18th century,39,7.92,126119
5.588,Night of Man,52,7.99,169986
5.588,First to Fight,71,6.97,28289
5.588,NUTS! Second Edition,40,7.77,56641
5.588,Dark Deeds,78,7.97,198003
5.588,Time is Money,143,6.16,5491
5.588,Disaster on Everest,82,6.60,81826
5.588,Namibia,114,6.29,55842
5.588,Die Schlacht der Dinosaurier,127,6.30,1081
5.588,Jewels,75,7.11,188908
5.588,Galactic Strike Force,395,5.80,137811
5.588,Pressure Cooker,107,6.33,152174
5.588,Micro Space Empire,87,6.63,99698
5.588,The Russo-Japanese War,39,7.91,9858
5.588,Władca Areny,74,6.97,126550
5.588,Hunters from the Sky,84,6.55,7501
5.588,Portal,235,5.99,1891
5.588,Russian Civil War 1918-1922 (second edition),52,7.25,92759
5.588,tummple!,85,6.64,156878
5.588,Ace of Aces: Balloon Buster,160,6.19,5736
5.588,Titans of Industry,80,6.67,118732
5.588,Leverage,169,6.15,2248
5.588,Noxford,140,6.33,206448
5.588,Dungeon Dice,328,5.87,1555
5.588,Global Powers,82,6.60,8140
5.588,Sherwood Forest,355,5.83,41019
5.588,Blocks in Afrika,32,8.68,130922
5.588,La Fallera Calavera: el joc de cartes valencià,79,7.49,151446
5.588,Heckmeck Junior,152,6.12,66797
5.588,Marvel Dice Masters: Doctor Strange Team Pack,45,7.48,198618
5.588,Empires at Sea,80,7.02,178349
5.588,Telepathy,104,6.48,40182
5.588,Edelweiss,58,7.18,5769
5.588,Sid Meier's Civilization: The Card Game,224,6.02,26047
5.588,Atak Zombie,123,6.37,170344
5.588,The Sands of War,87,6.57,8317
5.588,The Conquerors,71,6.83,5023
5.587,Diceland: Extra Space,69,6.80,8601
5.587,Días de Radio,51,7.55,139042
5.587,Darkness Comes Rattling,77,6.85,175209
5.587,Vs System 2PCG: The Defenders,35,7.95,189610
5.587,The Lonely Mountain,92,6.58,2736
5.587,Nautilus,138,6.19,131616
5.587,Flash Point,65,6.84,74596
5.587,Jerusalem,61,6.95,4011
5.587,Gondor,218,6.05,2778
5.587,Adventure Time Card Wars: Princess Bubblegum vs. Lumpy Space Princess,147,6.30,158978
5.587,Titans Tactics,89,7.01,142551
5.587,Ligretto Dice,292,5.85,55835
5.587,Gettysburg: Lee's Greatest Gamble,101,6.51,6046
5.587,Durak,140,6.27,29351
5.587,Laska,75,6.82,6862
5.587,The Red Dragon Inn: Gambling? I'm In!,195,6.20,46530
5.587,Four Against Darkness,47,7.68,197097
5.587,Maus au Chocolat,201,5.98,55315
5.587,"Jackson at the Crossroads: Cross Keys & Port Republic, June 8-9, 1862",41,7.74,17538
5.587,Neue Welten,44,7.38,84989
5.587,Remember the Maine!,79,6.69,4366
5.587,Map It! World Edition,114,6.29,91425
5.587,Odyssey: Wrath of Poseidon,125,6.25,176215
5.587,Objective Moscow: The Death of Soviet Communism,82,6.62,6270
5.587,Mobile Frame Zero: Rapid Attack,53,7.71,122435
5.587,ElfBall,71,7.15,19161
5.587,Ancients I,102,6.32,6399
5.587,Traboulet,124,6.27,1337
5.587,Fabula,302,5.86,68227
5.587,Sherlock 13,109,6.44,149869
5.587,Tile Chess,226,5.93,581
5.587,The Conquerors: Alexander the Great,162,6.10,13224
5.587,"Bürger, Baumeister & Co.",165,6.04,40773
5.587,Won by the Sword,89,6.49,22606
5.587,The Outcast Heroes,88,6.62,145381
5.587,Spartacus Imperator,59,7.56,75890
5.587,Battlemist,308,5.92,25
5.587,C.O.A.L.: Combat-Oriented Armored League,75,6.83,131416
5.587,Krieg! World War II in Europe,98,6.54,10829
5.587,The Perfect 10,197,6.01,13676
5.587,"The Battle of Corinth: Standoff at the Tennessee, October 3-4, 1862",41,7.70,17537
5.587,Julian: Triumph Before the Storm,51,7.29,75674
5.587,Advanced Tobruk System Basic Game 1a: Screaming Eagles,67,6.90,16674
5.587,Risk: Halo Legendary Edition,111,6.44,126789
5.586,Axis & Allies Air Force Miniatures: Bandits High,52,7.54,138589
5.586,Fulda Gap,140,6.24,4235
5.586,Dig Mars,158,6.17,147889
5.586,The Last Crusade,91,6.58,2918
5.586,Dschamál,144,6.16,20081
5.586,Xalapa,66,6.85,153510
5.586,Stratopolis,74,6.69,125022
5.586,Breaking the Chains: War in the South China Sea,59,7.16,137498
5.586,Flagship: Prometheus Unchained,181,6.01,2180
5.586,18West,50,7.15,30771
5.586,(Your Name Here) and the Argonauts,57,7.13,128568
5.586,Dungeons & Dragons Adventure Game,136,6.33,18212
5.586,King's Court,132,6.41,5157
5.586,Splut!,72,6.85,64735
5.586,Kyoto Protocol,68,6.73,147400
5.586,Czas Honoru: Operacja Most III,93,6.56,140682
5.586,Double Bananagrams,78,6.72,76322
5.586,Perpetual Commotion,143,6.21,12325
5.586,Strange Aeons,39,7.96,47484
5.586,Anno 1452,180,6.07,323
5.586,Café International: Das Kartenspiel,706,5.72,1324
5.586,Tori,88,6.46,72083
5.586,Cold War Commander,50,7.28,26474
5.586,Operation Market Garden,82,6.75,6813
5.586,Germania Magna: Border in Flames,111,6.53,182050
5.586,Maurice: War in an Age of Gentlemen and Philosophers – 1690-1790,32,8.15,124838
5.586,Medina de Rioseco 1808,42,7.77,39278
5.586,Castle Merchants,331,5.83,18127
5.586,Chinagold,188,6.00,13928
5.586,The Arduous Beginning,62,6.96,54457
5.586,Visby,72,6.67,180355
5.586,Qwixx: Das Duell,69,6.72,212551
5.586,Munchkin Gloom,90,6.61,164110
5.586,Warzoo,62,6.96,54541
5.586,Versailles,49,7.46,174517
5.586,Sushi Dice,447,5.84,142334
5.586,Campaign to Stalingrad,68,6.83,5834
5.586,The Guardians: Explore,90,7.50,169658
5.586,Encore,339,5.88,2879
5.586,Boochie,76,6.65,38680
5.586,Kleine Helden,154,6.20,31547
5.586,Rush Hour,145,6.18,5082
5.586,California Gold,74,6.73,139236
5.586,Flag Dash,92,6.83,192668
5.586,The King's Will,58,7.35,213149
5.586,Carnival,473,5.79,101930
5.586,The Quiet Year,42,7.80,161880
5.586,Ultimate Stratego,317,5.86,2265
5.585,Clocks,140,6.41,113301
5.585,Bug Hunter Sniper!: Sniper! Companion Game #3,76,6.67,5940
5.585,Pico 2,263,5.90,606
5.585,Funfair,238,5.93,82702
5.585,Drachenhort,68,6.81,173337
5.585,Justice League: Hero Dice – Flash,58,7.02,198700
5.585,Australian Railways,54,7.02,11988
5.585,Lock 'n Load Tactical: Heroes of the Pacific,38,8.18,99573
5.585,Seidenstraße,77,6.63,56943
5.585,Tal der Abenteuer: Die Schatzsuche im Himalaja,263,5.88,25142
5.585,Gipfelstürmer,115,6.24,181959
5.585,Zark City,74,6.56,35003
5.585,Montmirail and Vauchamps 1814,31,8.26,167580
5.585,Battle of the Bulge,199,6.00,5607
5.585,Northwest Passage Adventure,102,6.40,128662
5.585,Fubi,72,6.70,5065
5.585,StarFall,104,6.48,204615
5.585,Aces High,111,6.41,6732
5.585,Deadlands: The Battle for Slaughter Gulch,282,5.90,39798
5.585,The Broadway Game,113,6.42,477
5.585,Diceland: Ogre,94,6.52,6750
5.585,Office 21,135,6.16,137789
5.585,Luxor,191,6.03,1205
5.585,Skybridge,257,5.88,23329
5.585,The Godfather: A New Don,67,6.83,195742
5.585,"Bloody April: The Battle of Shiloh, 1862",75,6.72,11139
5.585,Migration: Book II – A Saga of Conflict,54,7.26,158122
5.585,Metal Adventures,94,6.43,127096
5.585,Avec Infini Regret,46,7.55,161820
5.585,"The Army of the Heartland: The Army of Tennessee's Campaigns, 1861-1863",53,7.31,12699
5.584,Dolmen,52,7.06,161921
5.584,Mob Town,67,6.77,142333
5.584,In Her Majesty's Name,41,7.86,143487
5.584,Xactika,415,5.79,4816
5.584,Cairo,247,5.89,3138
5.584,"1066, Tears To Many Mothers",39,7.90,155122
5.584,Battleground Fantasy Warfare: Dwarves of Runegard,42,7.61,49394
5.584,Mystery Mansion,286,5.98,2342
5.584,Dragon Farkle,155,6.18,128174
5.584,Kaliko,78,6.60,4178
5.584,Star Trek Red Alert,103,6.38,769
5.584,Super Big Boggle,50,7.14,130705
5.584,10 Negritos,113,6.42,150138
5.584,Ogre: Objective 218,65,6.84,175177
5.584,Dampfross 2,50,7.11,25312
5.584,Schlag den Raab: Das Spiel,102,6.35,66851
5.584,Nomic,61,6.94,14451
5.584,TAIJI,99,6.43,31926
5.584,1857,34,7.92,180204
5.584,Ghooost!,768,5.72,132251
5.584,Valletta,56,6.94,218920
5.584,Guiscard,42,7.89,147919
5.584,FBI,440,5.78,9439
5.584,Race For Tunis,98,6.45,4020
5.584,Thunder's Edge,132,6.23,425
5.584,World War 5,122,6.25,39565
5.584,Battle of the Bands: Encore Edition,160,6.32,9782
5.584,Hougoumont,88,6.55,4234
5.584,Schachen,44,7.42,103752
5.584,Rubik's Race,279,5.94,614
5.584,Skulldug!,85,6.74,171234
5.584,Pitch'n Dunk,35,7.71,92838
5.584,Kribbeln,85,6.54,193083
5.584,Frischfleisch,142,6.13,133
5.584,Profiler,43,7.35,218126
5.583,Le Retour de l'Empereur,37,7.95,110643
5.583,Kriegbot,61,7.19,38266
5.583,Minion Hunter,184,6.11,679
5.583,The Opulent,53,7.38,181377
5.583,Lords of the Sierra Madre (second edition),130,6.22,284
5.583,Pups,61,7.15,200512
5.583,Time Tripper,176,6.07,5503
5.583,Duel Masters Trading Card Game,181,6.15,10445
5.583,Donburiko,88,6.44,146034
5.583,Great War at Sea: U.S. Navy Plan Black,68,6.84,4917
5.583,War Stories: Red Storm,47,7.52,89880
5.583,Great War at Sea: U.S. Navy Plan Red,70,6.81,4919
5.583,21 Motines,62,6.84,84922
5.583,Dungeon Busters,266,5.93,172600
5.583,Veggie Garden,58,7.44,211533
5.583,MLB Showdown,214,6.12,618
5.583,Pulp Alley,33,8.24,148204
5.583,Stratego Legends,657,5.75,484
5.583,Monopoly Express,741,5.70,1420
5.583,Gutshot,41,7.78,17239
5.583,Ravenous River,111,6.29,188196
5.583,Manifest,83,6.69,152471
5.583,Borodino 1812,55,7.13,101118
5.583,Yu-Gi-Oh! Trading Card Game,780,5.83,4154
5.583,Krosmaster Junior,127,6.25,155822
5.583,Bataan!,40,7.80,29860
5.583,Pisa,104,6.31,525
5.583,Colonies,52,7.10,127883
5.583,Twenty One,99,6.34,217475
5.583,The Lord of the Rings Dice Building Game,536,5.73,130912
5.583,Saikoro,70,6.72,27813
5.583,"Winged Horse: Campaigns in Vietnam, 1965-66",52,7.19,22297
5.583,Budapest '45,90,6.48,6041
5.583,Ouro de Tolo,72,6.69,94822
5.583,Age of Exploration,171,6.03,241
5.583,Sinai,183,6.08,5241
5.582,Havok & Hijinks,108,6.82,142645
5.582,Cortes: Conquest of the Aztec Empire,102,6.36,6037
5.582,Wadi,143,6.19,31803
5.582,Munchkin Oz,95,6.44,181192
5.582,Great Scott!,51,7.36,177099
5.582,Song of Drums and Shakos,42,7.80,39663
5.582,Star Wars Death Star Perplexus,32,7.91,180050
5.582,1940,103,6.36,6918
5.582,Arvuutin,63,6.77,68947
5.582,Expedition Sumatra,126,6.20,73655
5.582,Cubulus,122,6.22,95364
5.582,Stick Stack,61,7.20,204734
5.582,Chronopia: War in the Eternal Realm,36,7.93,8049
5.582,Arena Rex,38,8.04,139747
5.582,Trivial Pursuit DVD: Star Wars Saga Edition,296,5.93,15047
5.582,Pick 'N' Choose,76,6.68,95756
5.582,Race to the North Pole,147,6.30,168882
5.582,Vampyre,158,6.18,2216
5.582,Warlord,62,7.08,13647
5.582,Decline and Fall,93,6.62,1620
5.582,Burg der 1000 Spiegel,148,6.07,40962
5.582,It's Mine,44,7.33,180256
5.582,The Schlieffen Plan,53,7.20,8717
5.582,Tannenberg 1914,54,7.21,26620
5.582,The Reef,685,5.70,509
5.582,Corruption,323,5.83,387
5.582,Risk: Balance of Power,317,5.87,40251
5.582,Highly Suspect,110,6.26,5694
5.582,Diam,116,6.22,11730
5.582,Rowboat,143,6.15,64080
5.582,Bluff,68,6.75,34450
5.582,Bison,182,6.04,32
5.582,Aquarium,40,7.53,173269
5.582,HysteriCoach,263,5.89,21798
5.582,Bluff im Zoo,101,6.35,143509
5.582,The Legend of Landlock,377,5.82,3404
5.582,Eylau 1807,50,7.42,32907
5.581,Their Finest Hour,92,6.65,7639
5.581,La Loire,109,6.26,130008
5.581,Kendo,153,6.05,2965
5.581,Isaribi,95,6.44,158548
5.581,How to Host a Dungeon,53,7.12,38204
5.581,Striker,99,6.46,7774
5.581,Sagunto: The Battle for Valencia,45,7.39,5279
5.581,Bao,73,6.77,14186
5.581,Tante Tarantel,127,6.17,454
5.581,Ravingspire,101,6.71,197865
5.581,Warzone: Universe Under Siege,43,7.65,13553
5.581,Rollet,35,7.87,167604
5.581,Martial Art,54,7.80,191991
5.581,Epées et Hallebardes 1315-1476,34,7.82,37592
5.581,Ninja Burger: Secret Ninja Death Touch Edition,134,6.33,44338
5.581,Captive,33,7.87,207898
5.581,Hunters of Arcfall,153,6.16,142988
5.581,College Basketball Dynasty,54,7.00,38755
5.581,Ortus,79,6.62,103975
5.581,Cat & Chocolate,188,6.00,77034
5.581,Shogun Triumphant,83,6.56,6038
5.581,Drôles de Zèbres,97,6.40,14781
5.581,On The Cards,72,6.63,105864
5.581,Conquest of Speros,130,6.13,152767
5.581,Renaissance Man,279,5.84,140857
5.581,Ace Detective,148,6.13,123406
5.581,Poo: The Card Game,1493,5.68,60579
5.581,Lost Battles:  Reconstructing the Great Clashes of the Ancient World,37,7.80,34403
5.581,Dragon Face,62,6.83,92188
5.581,A Bridge Too Far: Operation Market Garden,48,7.21,72340
5.581,The Last King of Scotland,62,6.81,94615
5.581,Dungeon Solitaire: Tomb of the Four Kings,55,7.13,180387
5.581,War between the States (first edition),71,6.80,4222
5.581,Magic Dance,349,5.85,2087
5.581,Battlefields of Olympus,134,6.19,35306
5.581,Carrier Strike!,244,5.95,2444
5.580,Serbia the Defiant / Romania: Transylvanian Gambit,40,7.58,7749
5.580,Pentaquark,53,7.03,207242
5.580,Rok 1920,40,7.97,21685
5.580,Space Race: The Card Game,51,7.40,191177
5.580,Hogwarts: House Cup Challenge,141,6.15,37683
5.580,Meander,125,6.18,1244
5.580,Ta-Da!,94,6.42,203716
5.580,WarCry,128,6.31,6380
5.580,Princes of the Dragon Throne,61,6.79,92046
5.580,International Cricket,33,7.99,15238
5.580,Conejos en el Huerto,40,8.37,215503
5.580,Square Mile,99,6.48,2334
5.580,Outer Earth,57,6.94,149970
5.580,Balance Duels,128,6.23,25453
5.580,Aether Captains,69,7.15,86003
5.580,Crab Stack,114,6.25,172033
5.580,"Warhammer 40,000 Collectible Card Game",251,5.94,7164
5.580,Parts Unknown,224,5.94,577
5.580,1800,69,6.63,17132
5.580,22 Pommes,145,6.08,38499
5.580,Electronic Labyrinth,90,6.44,103883
5.580,800 Heroes: Defense of Sihang Warehouse,56,6.91,57691
5.580,Ici Londres,104,6.28,138966
5.580,Darkest December: Battle of the Bulge 1944,47,7.58,10246
5.580,Gold Digger,620,5.73,290
5.580,Shenandoah: Jackson's Valley Campaign,52,7.00,26697
5.580,Wurzburg,64,6.88,8751
5.580,Guerra de Mitos IV,51,8.11,158752
5.580,Ghost for Sale,226,5.93,30287
5.580,Close Assault,49,7.19,4964
5.580,Monsters Ravage America,281,5.85,285
5.580,Buzzword,481,5.75,8690
5.580,The Flowers of the Forest,40,7.44,15153
5.580,Green Deal,109,6.99,153870
5.580,A las Barricadas!,66,7.09,26250
5.580,Destination: Neptune,107,6.50,157135
5.580,Star Wars: Battle for Endor,135,6.16,3594
5.580,Jasper and Zot,140,6.16,89912
5.580,1812,46,7.15,42748
5.579,La Révolution française: La patrie en danger 1790-1796,54,7.09,10022
5.579,Crisis: Sinai 1973,87,6.53,2138
5.579,Circus Maximus,186,5.97,37345
5.579,Theomachy: The Warrior Gods,60,7.07,172597
5.579,Fox & Chicken,56,6.89,140693
5.579,Sword & Sorcery,39,8.55,170771
5.579,Flying Carpet,311,5.82,1101
5.579,Battleground Fantasy Warfare: Men of Hawkshold,52,7.07,49397
5.579,Drachen Wurf,250,5.88,34696
5.579,Grand Imperialism,73,6.78,3641
5.579,"Picket Duty: Kamikaze Attacks against U.S. Destroyers – Okinawa, 1945",71,6.79,44890
5.579,Tablut,112,6.45,6121
5.579,Dune Express,206,5.97,42617
5.579,Orcs Must Die! The Board Game: Unchained Edition,55,7.08,174646
5.579,Bosworth,338,5.83,645
5.579,Professor Pünschge,109,6.24,39020
5.579,Conquest,60,6.80,20467
5.579,Seelöwe,123,6.27,7955
5.579,NUT,57,6.75,195454
5.579,Anno Domini: Kunst,58,6.90,18056
